Subject,Feedback,Attempt,problem
608,hint,20,repeated
608,no hint,26,repeated
609,hint,6,repeated
609,no hint,6,repeated
610,hint,1,repeated
610,no hint,4,repeated
611,hint,7,repeated
611,no hint,7,repeated
612,hint,1,repeated
612,no hint,1,repeated
613,hint,1,repeated
613,no hint,1,repeated
614,hint,5,repeated
614,no hint,5,repeated
615,hint,5,repeated
615,no hint,7,repeated
616,hint,2,repeated
616,no hint,2,repeated
617,hint,4,repeated
617,no hint,7,repeated
618,hint,3,repeated
618,no hint,3,repeated
619,hint,4,repeated
619,no hint,7,repeated
620,hint,26,repeated
620,no hint,28,repeated
621,hint,12,repeated
621,no hint,12,repeated
622,hint,7,repeated
622,no hint,15,repeated
623,hint,2,repeated
623,no hint,19,repeated
624,hint,11,repeated
624,no hint,11,repeated
625,hint,1,repeated
625,no hint,2,repeated
626,hint,11,repeated
626,no hint,20,repeated
627,hint,1,repeated
627,no hint,1,repeated
628,hint,75,repeated
628,no hint,75,repeated
629,hint,1,repeated
629,no hint,1,repeated
630,hint,1,repeated
630,no hint,3,repeated
631,hint,3,repeated
631,no hint,18,repeated
632,hint,0,repeated
632,no hint,41,repeated
633,hint,5,repeated
633,no hint,8,repeated
634,hint,3,repeated
634,no hint,3,repeated
635,hint,3,repeated
635,no hint,3,repeated
636,hint,3,repeated
636,no hint,4,repeated
637,hint,2,repeated
637,no hint,2,repeated
638,hint,3,repeated
638,no hint,13,repeated
639,hint,1,repeated
639,no hint,1,repeated
640,hint,4,repeated
640,no hint,4,repeated
641,hint,5,repeated
641,no hint,8,repeated
642,hint,7,repeated
642,no hint,13,repeated
643,hint,2,repeated
643,no hint,8,repeated
644,hint,4,repeated
644,no hint,4,repeated
645,hint,20,repeated
645,no hint,20,repeated
646,hint,6,repeated
646,no hint,28,repeated
647,hint,17,repeated
647,no hint,22,repeated
648,hint,4,repeated
648,no hint,5,repeated
649,hint,1,repeated
649,no hint,1,repeated
650,hint,1,repeated
650,no hint,3,repeated
651,hint,2,repeated
651,no hint,2,repeated
652,hint,1,repeated
652,no hint,1,repeated
653,hint,1,repeated
653,no hint,1,repeated
654,hint,3,repeated
654,no hint,10,repeated
655,hint,1,repeated
655,no hint,1,repeated
656,hint,2,repeated
656,no hint,5,repeated
657,hint,4,repeated
657,no hint,4,repeated
658,hint,3,repeated
658,no hint,3,repeated
659,hint,2,repeated
659,no hint,2,repeated
660,hint,12,repeated
660,no hint,13,repeated
661,hint,4,repeated
661,no hint,4,repeated
662,hint,4,repeated
662,no hint,4,repeated
663,hint,1,repeated
663,no hint,1,repeated
664,hint,3,repeated
664,no hint,3,repeated
665,hint,1,repeated
665,no hint,14,repeated
666,hint,1,repeated
666,no hint,1,repeated
667,hint,5,repeated
667,no hint,5,repeated
668,hint,1,repeated
668,no hint,19,repeated
